id,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,class
113640,8.042260601172485,2769.0,329.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.8946408396109227,0.0,0.928269631295055,116.0,99.0,normal
81456,0.0,201.0,11463.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.9858395140024984,0.0,0.0,250.0,259.0,normal
79823,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,203.0,4.0,1.0174601985685967,1.0084007653087002,0.0,0.0,0.0179770246002219,0.0553570603008636,0.0,252.0,6.0,attack
43947,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,27.0,0.0,0.0,0.0,0.0,0.9442497629621436,0.0,0.9489429996814184,1.0,73.0,attack
23760,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,120.0,5.0,0.989118730169512,0.9868945659793184,0.0,0.0,0.0480768427627751,0.0602811018941633,0.0,258.0,10.0,attack
104585,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,275.0,7.0,0.9363824054365218,0.9765526362756524,0.0,0.0,0.0188944215882067,0.0466647928934541,0.0,248.0,6.0,attack
103535,0.0,161.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.9387515955122618,0.0,0.0,252.0,8.0,normal
23789,0.0,266.0,939.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9889807334890168,0.0,0.0,60.0,230.0,normal
68034,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,2.0,0.9483366670751722,0.9848566339383168,0.0,0.0,0.5412204327789601,0.372948745202095,0.0,250.0,3.0,normal
29175,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,256.0,7.0,0.9558086192548522,0.8981038555103151,0.0,0.0,0.0292092852535652,0.0607777735843989,0.0,265.0,7.0,attack
3843,0.0,432.0,8192.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,18.0,0.0,0.0,0.0,0.0,0.964690295880557,0.0,0.0,243.0,258.0,normal
89049,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,197.0,0.0,0.9100141411911138,0.9200104845009096,0.0,0.0,0.0,0.0667829458871906,0.0,265.0,0.0,attack
44035,0.0,1609.0,279.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.951938701913352,0.0,0.9288639369430418,117.0,166.0,normal
112501,0.0,50.0,33.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,149.0,235.0,0.0,0.0,0.0,0.0,0.9516690003339296,0.0087629688207209,0.0098427538038726,275.0,229.0,normal
123142,0.0,254.0,1715.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,6.0,5.0,0.0,0.0,0.0,0.0,0.8715223531089136,0.0,0.0,235.0,268.0,normal
85891,0.0,102.0,81.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.8564607511845483,0.0,0.0,115.0,105.0,normal
57666,0.0,219.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.3032450723692309,0.626736531835211,0.0,251.0,1.0,normal
43221,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.9747440230238932,0.985759909033076,0.9534300260477976,0.0,0.0,107.0,1.0,attack
6383,0.0,249.0,3925.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,6.0,5.0,0.0,0.0,0.0,0.0,1.0097690726280972,0.0,0.0,6.0,265.0,normal
66069,0.0,54.0,117.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,82.0,164.0,0.0,0.0,0.0,0.0,0.9673699842901472,0.0,0.0099753095557478,235.0,244.0,normal
110392,0.0,20.0,0.0,0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,15.0,0.0,0.0,0.0,0.0,0.8869126704575712,0.0,0.0,208.0,15.0,attack
120817,8.490944293676588,41813.0,6435.0,0,0.0,0.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,4.0,4.0,0.0,0.0,0.6978348811131845,0.7004041878432195,0.9279912185125438,0.0,0.0,6.0,5.0,attack
57022,0.0,146.0,9155.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9452922058023668,0.0,0.0,120.0,246.0,normal
87270,0.0,86.0,150.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.1218139042871437,0.285387878285419,0.0,242.0,211.0,normal
16137,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,263.0,6.0,0.9154652742771868,1.019637450539833,0.0,0.0,0.0192211894378576,0.0553160321325908,0.0,267.0,2.0,attack
26430,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,62.0,13.0,0.9556094164477956,0.9087606712683698,0.0,0.0,0.2125830687723591,0.0588883150765293,0.0,249.0,65.0,attack
100892,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.9529836101189716,0.0,0.0,1.0,44.0,attack
64048,0.0,268.0,1052.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,23.0,0.0,0.0,0.0,0.0,0.861898679460241,0.0,0.0,263.0,261.0,normal
35444,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,26.0,8.0,1.022863994162266,0.9820143982291968,0.0,0.0,0.3084695618520683,0.1010601753887399,0.0,262.0,58.0,attack
84742,0.0,205.0,1689.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.9543354867461392,0.0,0.0,240.0,253.0,normal
14786,0.0,186.0,2399.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.882093636109075,0.0,0.0,82.0,256.0,normal
34738,0.0,322.0,460.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,17.0,0.0,0.0,0.0,0.0,0.9123729003046208,0.0,0.1555446394399139,0.0,260.0,normal
49865,0.0,178.0,914.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.982339618330699,0.0,0.676999758327685,74.0,261.0,normal
102482,0.0,278.0,3374.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.8964729837934814,0.0,0.0,232.0,284.0,normal
121567,0.0,10365.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,12.0,12.0,0.0,0.0,0.0,0.0,0.9523389882696076,0.0,0.0,69.0,68.0,normal
85536,0.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9530391807824298,0.0,0.0,0.0,30.0,attack
95325,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,15.0,1.0669455369724006,0.9434398182402244,0.0,0.0,0.8996308759284952,0.0,0.0,266.0,63.0,attack
16114,0.0,232.0,3868.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,2.0,3.0,0.0,0.0,0.0,0.2294104775775107,0.9936139725046864,0.0,0.4436862830378395,252.0,240.0,normal
54336,0.0,409.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.929213452641808,0.0,0.0,3.0,7.0,attack
56640,0.0,413.0,2616.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,0.8690246359943874,0.0,0.0,115.0,249.0,normal
66633,0.0,42.0,91.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,53.0,59.0,0.0,0.0,0.0,0.0,0.9603657473548244,0.0,0.0,258.0,269.0,normal
92306,0.0,226.0,8048.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.9690667030001864,0.0,0.0,17.0,264.0,normal
96942,3.823158271285441,1014.0,2915.0,0,0.0,0.0,28.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.9292289026134908,0.0,0.0,250.0,96.0,attack
103488,14.397098210946089,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.930139322062652,0.9225103595020602,0.9508401494408496,0.0,0.0,193.0,1.0,attack
122556,0.0,117.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.9463173908536604,0.0,0.0,272.0,101.0,normal
17979,0.0,12.0,0.0,0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,104.0,91.0,0.0,0.0,0.0,0.0,0.9075231738958864,0.0,0.0,158.0,98.0,attack
54762,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.9992530165894806,0.9981744896139328,0.8668842519806608,0.0,0.0,92.0,252.0,normal
42455,0.0,159.0,169.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,3.0,9.0,0.0,0.0,0.0,0.0,0.9937101163728984,0.0,0.2758665135531493,144.0,278.0,normal
19117,0.0,189.0,344.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,17.0,16.0,0.0,0.0,0.0,0.0,0.9659052133167536,0.0,0.0,17.0,252.0,normal
82669,0.0,150.0,877.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,26.0,28.0,0.0,0.0,0.0,0.0,0.9360660085508096,0.0,0.0,279.0,270.0,normal
21157,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,57.0,16.0,0.9259823676384472,0.9046802435976532,0.0,0.0,0.2408394684865613,0.0812121850868298,0.0,242.0,15.0,attack
29004,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,4.0,0.0,0.0,0.0,0.0,0.9474208790741204,0.0,0.948952462800684,2.0,10.0,attack
81655,0.0,269.0,254.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,6.0,0.0,0.0,0.0,0.0,1.0254294540479507,0.0,0.0,28.0,243.0,normal
97914,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,556.0,0.0,0.1991416305820016,0.0,0.7123900938809011,0.985871640495007,0.0,0.9027948259464268,0.0,252.0,0.0,attack
81337,0.0,4399.0,278.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.983396482508252,0.0,0.9155321754805428,60.0,188.0,normal
55712,0.0,273.0,1456.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,16.0,0.0,0.0,0.0,0.0,0.9011526509776064,0.0,0.0,15.0,225.0,normal
114073,0.0,161.0,17189.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,8.0,23.0,0.0,0.0,0.0,0.0,0.8675062353697862,0.0,0.0718290203210795,121.0,250.0,normal
85230,0.0,52.0,111.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,112.0,190.0,0.0,0.0,0.0,0.0,0.9546985006759406,0.0,0.0097740311343561,246.0,250.0,normal
11129,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,33.0,0.0,0.0,0.0,0.0,0.9371501289027684,0.0,0.7844347723727372,1.0,119.0,attack
35119,0.0,404.0,1165.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,0.0,0.0,0.0,0.0,1.0584028276006028,0.0,0.0,84.0,250.0,normal
109478,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,152.0,21.0,0.9389273948289928,0.906676931217187,0.0,0.0,0.1473371797692853,0.0420573597685644,0.0,264.0,22.0,attack
109862,0.0,420.0,2.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,152.0,155.0,0.0,0.0,0.0,0.0,0.9041360147300256,0.0,0.0,139.0,163.0,normal
61747,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,200.0,11.0,0.9898531860963732,0.8984904985997602,0.0,0.0,0.0552368096985755,0.0510216992609046,0.0,37.0,10.0,attack
72525,0.0,227.0,1212.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.9039620128744084,0.0,0.0,2.0,245.0,normal
79778,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,71.0,13.0,0.9349001665855656,0.9126872913938878,0.0,0.0,0.2121759688634198,0.0580155555826926,0.0,238.0,61.0,attack
103772,0.0,157.0,839.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,19.0,0.0,0.0,0.0,0.0,1.0152061205712148,0.0,0.0,46.0,235.0,normal
100628,21407.157046730204,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.9607997050017552,0.9173134465596168,0.9700676919148402,0.0,0.0,250.0,2.0,attack
21118,0.0,1691.0,538.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9788359888226232,0.0,0.0,31.0,178.0,normal
92058,725.1359122757109,55.0,26.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.9490425463768728,0.0,0.0,212.0,152.0,normal
7740,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,124.0,89.0,0.0,0.0,0.0,0.0,0.649085981580684,0.0443960758949429,0.0,250.0,149.0,attack
90303,0.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0571199003640337,0.0,0.0,1.0,164.0,attack
55663,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,176.0,17.0,0.8294734694598109,0.8770471248945005,0.0,0.0,0.0952533054898463,0.0445255513332103,0.0,245.0,19.0,attack
114614,0.0,246.0,4531.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.9659105475156,0.0,0.0,244.0,258.0,normal
85954,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,117.0,1.0,0.0,0.0,1.0539648254811351,0.9370819115649842,0.0195816646343263,0.0681505105455324,0.0,257.0,2.0,attack
16725,844.9888356308404,68.0,98.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.9605068141253688,0.0,0.0,269.0,2.0,normal
55431,0.0,169.0,6521.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,0.9218466893480702,0.0,0.0,10.0,271.0,normal
43870,0.0,1085.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.9598848787551308,0.0,0.0,91.0,29.0,normal
14169,0.0,294.0,7537.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,14.0,16.0,0.0,0.0,0.0,0.0,0.9618231660664478,0.0,0.1914369765503618,137.0,271.0,normal
96725,0.0,17.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.958931258051335,0.0,0.0,0.0,201.0,attack
